,name,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,path,label,noise
0,cat_119,0.2843235731124878,0.08028269559144974,0.11652448773384094,0.035034891217947006,1061.2715468402662,154753.6347719151,1329.78399840753,44388.201164167825,2001.6038463961693,512510.6040429436,0.046192456317204304,0.001065818929082328,0.0008797827758826315,0.016065940260887146,5.8704583352664486e-05,0.016455812379717827,135.99917763157896,-289.2610168457031,17575.783203125,128.46371459960938,349.97222900390625,-0.6244027614593506,3052.963134765625,13.21510124206543,62.68426513671875,2.0487053394317627,529.931884765625,11.367973327636719,129.92120361328125,-3.993957757949829,225.11309814453125,1.981821060180664,31.133853912353516,2.392913579940796,35.773563385009766,-0.9391486048698425,35.7562255859375,-1.8409351110458374,22.39992332458496,-4.7638468742370605,40.808345794677734,-1.3989710807800293,25.343992233276367,-4.905732154846191,34.68471145629883,0.03271326795220375,24.145408630371094,0.7175337076187134,61.733463287353516,4.638727188110352,30.827478408813477,4.5671491622924805,42.13884353637695,5.225846767425537,39.69708251953125,5.260679721832275,33.46555709838867,../sounds/animal/cats_dogs/cat_119.wav,cat,clean
1,dog_barking_100,0.42643895745277405,0.10991552472114563,0.03256393224000931,0.004489214159548283,1626.7521426130133,149066.18597978825,1644.4955212973841,70639.09122313405,3268.740234375,1027325.6716668606,0.078094482421875,0.0005396505817770958,-1.847659376608135e-07,0.0001680990244494751,1.8545215425547212e-05,0.005311133340001106,112.34714673913044,-380.8314514160156,9402.9814453125,107.76530456542969,662.3055419921875,-10.26861572265625,480.16912841796875,-2.263187885284424,458.2565002441406,-32.11848831176758,605.4093627929688,1.011422872543335,153.9961700439453,-2.0440497398376465,77.3877182006836,-12.724268913269043,78.50999450683594,-12.8030366897583,178.19873046875,-5.5056891441345215,36.55270004272461,-10.525869369506836,66.8389892578125,-7.5825676918029785,44.516944885253906,0.2894481420516968,59.61955642700195,-8.096622467041016,75.1535873413086,1.6558825969696045,30.514575958251953,-1.9527066946029663,68.4709243774414,-4.009868621826172,63.05595779418945,-2.9272677898406982,36.27576446533203,-2.3871750831604004,70.72671508789062,3.296551465988159,93.89798736572266,../sounds/animal/cats_dogs/dog_barking_100.wav,dog,clean
2,cat_54,0.2036408632993698,0.08929336816072464,0.18199056386947632,0.005883174482733011,2344.1443347243944,323548.61153796234,1503.0981721997011,33353.10438968386,3627.8865733045213,956613.6252426786,0.13162815824468085,0.0019405115886531085,-3.388940513104899e-06,0.01468859612941742,-1.2422256986610591e-05,0.01084393821656704,123.046875,-144.51976013183594,9057.2880859375,74.53509521484375,1300.5528564453125,-127.77302551269531,2522.252685546875,17.989707946777344,587.985107421875,-69.61449432373047,266.17626953125,-0.11667446047067642,103.92250061035156,-24.296916961669922,62.1097526550293,14.742308616638184,178.88792419433594,-6.212128162384033,81.74700164794922,25.476844787597656,238.4119415283203,11.393596649169922,152.33822631835938,5.565658092498779,192.5360107421875,-6.362834453582764,224.9549560546875,-18.931432723999023,141.0378875732422,2.0875213146209717,88.03352355957031,-14.878023147583008,42.077537536621094,4.619872570037842,72.24571228027344,-15.04461669921875,70.67330169677734,17.618804931640625,178.3553924560547,0.8166972398757935,176.7872772216797,../sounds/animal/cats_dogs/cat_54.wav,cat,clean
3,cat_15,0.4048801064491272,0.13389451801776886,0.09752757102251053,0.006317737512290478,1510.9930419859231,334521.1944563674,1674.1123621726085,258817.11903675538,3113.328155757874,1418411.3856901925,0.08268869955708662,0.0029678546648429357,-0.0009708561701700091,0.012257720343768597,0.00028846063651144505,0.0010755254188552499,89.10290948275862,-269.5244140625,15047.5830078125,102.508056640625,1450.6087646484375,-22.593358993530273,697.2431030273438,43.78557205200195,335.5457458496094,-8.984057426452637,106.87671661376953,31.561168670654297,170.66908264160156,-8.02086067199707,74.92195892333984,18.20661735534668,109.38296508789062,-5.989189147949219,106.11235046386719,5.681868553161621,35.7060661315918,-0.26350927352905273,58.00315475463867,-4.689025402069092,57.80533218383789,13.12236499786377,97.7959976196289,9.222094535827637,151.3181915283203,22.29928207397461,335.0565490722656,-2.28554368019104,68.49406433105469,1.3204154968261719,73.67413330078125,-11.319685935974121,175.2914276123047,5.300216197967529,83.34591674804688,6.450484752655029,57.8371696472168,../sounds/animal/cats_dogs/cat_15.wav,cat,clean
4,cat_30,0.4042682647705078,0.09499844908714294,0.07287075370550156,0.005941314622759819,1547.6871061955428,42786.05623874008,1453.0634852876685,79612.85273709564,2804.668469309115,484865.74118887045,0.09397855718085106,0.0009743169951504643,-0.00018934761465061456,0.0026846674736589193,-0.00016602086543571204,0.005183950997889042,123.046875,-221.29721069335938,2523.831298828125,132.33197021484375,324.91973876953125,-47.22444534301758,868.1061401367188,16.796600341796875,253.78273010253906,-9.679676055908203,192.79983520507812,24.354442596435547,239.03907775878906,-1.4607607126235962,201.49102783203125,8.243791580200195,80.59495544433594,8.926799774169922,92.88163757324219,3.131099224090576,69.26441955566406,3.4040143489837646,51.76992416381836,-1.0968875885009766,73.51915740966797,3.9344489574432373,47.58169937133789,-3.605292797088623,76.5370101928711,5.262255668640137,36.99721145629883,0.7266335487365723,54.02403259277344,7.485785484313965,64.45599365234375,0.6157220602035522,52.483184814453125,0.6254722476005554,51.724159240722656,3.7520554065704346,45.712337493896484,../sounds/animal/cats_dogs/cat_30.wav,cat,clean
5,dog_barking_109,0.31279027462005615,0.11540582031011581,0.13015136122703552,0.01382206380367279,288.851450927046,15831.968497533864,718.2097730995636,42851.87466445028,300.4218292236328,123802.97279776426,0.01056365966796875,1.827792963013053e-05,1.8826141285899212e-06,0.03080504573881626,2.5408418878214434e-05,1.8612979602039559e-06,117.45383522727273,-403.1919250488281,350.70123291015625,79.26717376708984,487.5497131347656,54.73002243041992,178.08978271484375,34.942230224609375,53.07304000854492,26.062458038330078,32.59564208984375,22.7388858795166,32.43659210205078,20.126602172851562,23.732723236083984,17.992786407470703,20.586666107177734,16.649654388427734,34.673370361328125,15.090089797973633,42.871368408203125,12.416460990905762,33.289093017578125,8.57924747467041,16.276464462280273,4.231916904449463,6.481768608093262,0.4435398578643799,9.289487838745117,-2.018115758895874,14.147369384765625,-3.087625741958618,13.019208908081055,-3.091364860534668,8.265719413757324,-2.6310412883758545,5.7352399826049805,-2.542113780975342,5.305452823638916,-3.2659881114959717,4.497474670410156,../sounds/animal/cats_dogs/dog_barking_109.wav,dog,clean
6,cat_116,0.49853166937828064,0.09353260695934296,0.030543196946382523,0.01078457199037075,1771.6168705839045,135304.0566481411,1821.8273549716118,122582.28341189069,3926.0947779605262,836205.4485561445,0.09313988639132553,0.0030516304990135285,-5.136315621712129e-07,0.009282541461288929,-2.4254561139969155e-05,0.0006091250106692314,143.5546875,-384.4811096191406,2667.69921875,65.7786636352539,204.37698364257812,13.5444974899292,1116.3084716796875,18.83586311340332,372.4519348144531,11.812516212463379,50.13894271850586,10.305500030517578,222.98690795898438,10.614185333251953,129.52308654785156,8.98364543914795,28.176902770996094,4.988056182861328,88.53036499023438,1.1805319786071777,52.57989501953125,4.328402042388916,19.888769149780273,2.8066887855529785,39.68525695800781,0.9949939250946045,48.46167755126953,0.33082255721092224,20.256420135498047,0.3794237971305847,37.41790771484375,3.7364447116851807,37.792396545410156,6.200371265411377,55.44572830200195,5.608107089996338,61.07343292236328,2.5662031173706055,59.1317253112793,-1.9192689657211304,43.17500686645508,../sounds/animal/cats_dogs/cat_116.wav,cat,clean
7,cat_12,0.4924183785915375,0.07498907297849655,0.010276498273015022,2.2256757802097127e-05,1190.1132085513896,98234.09769528777,1476.7926459587286,48044.652929873,2576.2939453125,543053.974846135,0.05293251811594203,0.0007519753891331396,-1.791057911759708e-05,4.978829747415148e-05,-6.328546442091465e-05,3.34552169078961e-05,129.19921875,-397.18878173828125,539.855712890625,154.7266082763672,191.4555206298828,-23.62618064880371,120.91692352294922,47.46601486206055,100.88700866699219,-1.1024624109268188,108.9775161743164,14.407227516174316,89.92701721191406,-16.169919967651367,70.983642578125,3.910059690475464,44.731651306152344,-16.688034057617188,39.13996887207031,-13.17481517791748,33.19099807739258,3.437711238861084,42.923004150390625,-14.128767013549805,30.623361587524414,-5.329579830169678,68.33274841308594,-11.150310516357422,57.39982604980469,-3.490729331970215,32.556087493896484,-12.789034843444824,43.6512451171875,-4.353392124176025,27.38675308227539,-6.697173595428467,26.877992630004883,-5.93658971786499,29.639408111572266,-7.113724231719971,19.16961097717285,../sounds/animal/cats_dogs/cat_12.wav,cat,clean
8,dog_barking_87,0.31957387924194336,0.09298311918973923,0.09254401922225952,0.005049563478678465,1077.6549554485853,50455.687415920365,969.9735784876541,10556.260764869523,1674.7902743787652,95856.52987692937,0.06954183923192771,0.0004001704783722735,-0.0001257196709048003,0.001429844181984663,-6.115292489994317e-05,0.009289315901696682,135.99917763157896,-249.04803466796875,8746.580078125,188.88720703125,214.14613342285156,-57.95825958251953,1975.671875,-20.42449378967285,192.66651916503906,-7.054542541503906,406.2698974609375,-10.076411247253418,72.13313293457031,-20.805179595947266,141.45616149902344,1.6771230697631836,80.20089721679688,-24.607500076293945,130.9497528076172,13.690784454345703,105.49655151367188,8.016619682312012,222.62521362304688,-5.288361549377441,88.85674285888672,9.15804386138916,110.53838348388672,1.5201903581619263,62.53679275512695,-5.198278427124023,172.98565673828125,-21.07468605041504,46.12492752075195,-0.7389628887176514,186.29989624023438,-10.230823516845703,143.56240844726562,-4.4060540199279785,62.22565841674805,3.1703200340270996,95.38067626953125,../sounds/animal/cats_dogs/dog_barking_87.wav,dog,clean
9,dog_barking_62,0.18220111727714539,0.09291984140872955,0.10771104693412781,0.00427614338696003,889.042959315231,5012.730656050008,794.0620177597519,8268.374097838734,1397.5608132102273,18520.172666912233,0.05931348924512987,8.113414607093876e-05,-0.00014431399176828563,0.009267590939998627,5.554906692850636e-06,0.003028509207069874,103.359375,-301.8583068847656,2518.7236328125,147.80653381347656,930.542236328125,-19.459665298461914,328.5206604003906,-38.21586608886719,114.9726333618164,-16.89032745361328,57.785499572753906,-12.121927261352539,77.74205780029297,-15.744359016418457,68.73698425292969,-16.32813835144043,89.88982391357422,-16.672191619873047,61.62629318237305,-8.17719841003418,72.30524444580078,8.015225410461426,85.19975280761719,13.311978340148926,113.81037902832031,-14.316038131713867,121.90320587158203,-5.964900493621826,68.61145782470703,19.932373046875,36.470882415771484,-11.438831329345703,88.08659362792969,-20.073102951049805,109.89161682128906,-7.6728644371032715,56.38749694824219,-8.76538372039795,97.38560485839844,4.132596969604492,164.27658081054688,../sounds/animal/cats_dogs/dog_barking_62.wav,dog,clean
